FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,TotalDelayTime,FlightDelayStatus,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
LAX_ABQ_31599,2004,7,6,2,12:05,14:55,110,LAX,ABQ,677,2004-07-06 16:36:00,23174,323,326,326,33.56,-118.25,+8,+7,6-7-2004,2004-07-06 12:05:00,60,2004-07-06 12:55:00,06-07-2004 14:55,101,1,06-07-2004,09:50,SCT016 BKN050,6SM,69.0,58.0,68.0,6.0,240,0.0,29.67,0.0,2004-07-06 09:50:00,06-07-2004,09:50,SCT016 BKN050,6SM,69.0,58.0,68.0,6.0,240,0.0,29.67,0.0,2004-07-06 09:50:00
JFK_BNA_28349,2004,9,7,2,17:35,19:00,145,JFK,BNA,766,2004-09-07 19:00:00,94789,29,22,32,40.4,-73.48,+5,+6,7-9-2004,2004-09-07 17:35:00,-60,2004-09-07 21:00:00,07-09-2004 19:00,0,2,07-09-2004,09:51,SCT014,10SM,76.0,69.0,79.0,4.0,110,0.0,30.08,0.0,2004-09-07 09:51:00,07-09-2004,09:51,SCT014,10SM,76.0,69.0,79.0,4.0,110,0.0,30.08,0.0,2004-09-07 09:51:00
OKC_STL_28983,2004,7,13,2,14:40,16:05,85,OKC,STL,462,2004-07-13 16:05:00,13967,1281,1304,1284,35.23,-97.36,+6,+6,13-7-2004,2004-07-13 14:40:00,0,2004-07-13 16:05:00,13-07-2004 16:05,0,2,13-07-2004,09:52,SCT280,10SM,87.0,67.0,51.0,12.0,240,0.0,28.72,0.0,2004-07-13 09:52:00,13-07-2004,09:52,SCT280,10SM,87.0,67.0,51.0,12.0,240,0.0,28.72,0.0,2004-07-13 09:52:00
SMF_PHX_33391,2004,9,16,4,13:00,14:50,110,SMF,PHX,647,2004-09-16 14:50:00,93225,19,33,22,38.42,-121.35,+8,+7,16-9-2004,2004-09-16 13:00:00,60,2004-09-16 13:50:00,16-09-2004 14:50,0,2,16-09-2004,09:53,CLR,10SM,80.0,52.0,38.0,6.0,VRB,0.0,29.8,0.0,2004-09-16 09:53:00,16-09-2004,09:53,CLR,10SM,80.0,52.0,38.0,6.0,VRB,0.0,29.8,0.0,2004-09-16 09:53:00
IAH_AMA_52237,2004,7,25,7,11:30,13:02,92,IAH,AMA,519,2004-07-25 13:02:00,12960,118,108,121,29.59,-95.22,+6,+6,25-7-2004,2004-07-25 11:30:00,0,2004-07-25 13:02:00,25-07-2004 13:02,0,2,25-07-2004,09:53,FEW040,10SM,91.0,74.0,57.0,4.0,VRB,0.0,29.93,0.0,2004-07-25 09:53:00,25-07-2004,09:53,FEW040,10SM,91.0,74.0,57.0,4.0,VRB,0.0,29.93,0.0,2004-07-25 09:53:00
BZN_SLC_53948,2004,7,27,2,10:45,11:55,70,BZN,SLC,347,2004-07-27 11:55:00,24132,4465,4449,4468,45.47,-111.09,+7,+7,27-7-2004,2004-07-27 10:45:00,0,2004-07-27 11:55:00,27-07-2004 11:55,0,2,27-07-2004,09:56,SCT150,10SM,68.0,47.0,47.0,3.0,VRB,0.0,25.53,0.0,2004-07-27 09:56:00,27-07-2004,09:56,SCT150,10SM,68.0,47.0,47.0,3.0,VRB,0.0,25.53,0.0,2004-07-27 09:56:00
MOB_ATL_36318,2004,5,30,7,18:00,20:14,74,MOB,ATL,302,2004-05-30 20:14:00,13894,209,221,212,30.41,-88.15,+6,+5,30-5-2004,2004-05-30 18:00:00,60,2004-05-30 18:14:00,30-05-2004 20:14,0,2,30-05-2004,09:56,FEW024TCU SCT037 SCT050,10SM,88.0,72.0,59.0,18.0,190,22.0,29.75,0.0,2004-05-30 09:56:00,30-05-2004,09:56,FEW024TCU SCT037 SCT050,10SM,88.0,72.0,59.0,18.0,190,22.0,29.75,0.0,2004-05-30 09:56:00
IAH_MSY_43937,2004,9,26,7,13:10,14:27,77,IAH,MSY,305,2004-09-26 14:27:00,12960,118,108,121,29.59,-95.22,+6,+6,26-9-2004,2004-09-26 13:10:00,0,2004-09-26 14:27:00,26-09-2004 14:27,0,2,26-09-2004,09:53,FEW250,8SM,81.0,67.0,62.0,7,050,0.0,29.89,0.0,2004-09-26 09:53:00,26-09-2004,09:53,FEW250,8SM,81.0,67.0,62.0,7,050,0.0,29.89,0.0,2004-09-26 09:53:00
MDW_ATL_37434,2004,5,14,5,09:50,12:35,105,MDW,ATL,590,2004-05-14 12:35:00,14819,616,618,619,41.47,-87.45,+6,+5,14-5-2004,2004-05-14 09:50:00,60,2004-05-14 10:35:00,14-05-2004 12:35,0,2,14-05-2004,09:35,OVC006,3SM,,,,11,360,0.0,,,2004-05-14 09:35:00,14-05-2004,09:53,BKN006 BKN011 OVC019,2SM,52.0,50.0,93.0,14,340,0.0,29.29,0.2,2004-05-14 09:53:00
DTW_IAH_54283,2004,11,9,2,12:12,14:18,186,DTW,IAH,1076,2004-11-09 14:18:00,94847,628,664,631,42.13,-83.21,+5,+6,9-11-2004,2004-11-09 12:12:00,-60,2004-11-09 16:18:00,09-11-2004 14:18,0,2,09-11-2004,09:54,FEW150,10SM,37.0,22.0,54.0,3.0,290,0.0,29.87,0.0,2004-11-09 09:54:00,09-11-2004,09:54,FEW150,10SM,37.0,22.0,54.0,3.0,290,0.0,29.87,0.0,2004-11-09 09:54:00
MEM_SGF_48112,2004,11,1,1,14:40,15:46,66,MEM,SGF,243,2004-11-01 15:46:00,13893,283,332,286,35.04,-89.59,+6,+6,1-11-2004,2004-11-01 14:40:00,0,2004-11-01 15:46:00,01-11-2004 15:46,0,2,01-11-2004,09:53,SCT021 OVC050,9SM,76.0,66.0,72.0,16.0,170,22.0,29.59,0.0,2004-11-01 09:53:00,01-11-2004,09:53,SCT021 OVC050,9SM,76.0,66.0,72.0,16.0,170,22.0,29.59,0.0,2004-11-01 09:53:00
LAX_SFO_28352,2004,5,29,6,16:55,18:08,73,LAX,SFO,337,2004-05-29 18:08:00,23174,323,326,326,33.56,-118.25,+8,+8,29-5-2004,2004-05-29 16:55:00,0,2004-05-29 18:08:00,29-05-2004 18:08,0,2,29-05-2004,09:50,FEW020,9SM,69.0,62.0,78.0,10.0,250,0.0,29.61,0.0,2004-05-29 09:50:00,29-05-2004,09:50,FEW020,9SM,69.0,62.0,78.0,10.0,250,0.0,29.61,0.0,2004-05-29 09:50:00
DCA_EWR_28409,2004,3,29,1,14:00,15:20,80,DCA,EWR,199,2004-03-29 15:20:00,13743,10,65,3,38.52,-77.02,+5,+5,29-3-2004,2004-03-29 14:00:00,0,2004-03-29 15:20:00,29-03-2004 15:20,0,2,29-03-2004,09:51,BKN026 OVC036,10SM,49.0,38.0,66.0,9.0,080,0.0,30.43,0.0,2004-03-29 09:51:00,29-03-2004,09:51,BKN026 OVC036,10SM,49.0,38.0,66.0,9.0,080,0.0,30.43,0.0,2004-03-29 09:51:00
MSO_DEN_38201,2004,7,22,4,15:30,17:21,111,MSO,DEN,679,2004-07-22 17:21:00,24153,3199,3189,3202,46.55,-114.05,+7,+7,22-7-2004,2004-07-22 15:30:00,0,2004-07-22 17:21:00,22-07-2004 17:21,0,2,22-07-2004,09:53,CLR,10SM,76.0,42.0,30.0,14.0,110,0.0,26.86,0.0,2004-07-22 09:53:00,22-07-2004,09:53,CLR,10SM,76.0,42.0,30.0,14.0,110,0.0,26.86,0.0,2004-07-22 09:53:00
EWR_ORD_35102,2004,5,28,5,08:15,09:42,147,EWR,ORD,719,2004-05-28 09:42:00,14734,25,30,28,40.43,-74.1,+5,+6,28-5-2004,2004-05-28 08:15:00,-60,2004-05-28 11:42:00,28-05-2004 09:42,0,2,28-05-2004,07:51,SCT003 OVC005,2SM,66.0,64.0,93.0,4.0,190,0.0,29.58,,2004-05-28 07:51:00,28-05-2004,08:51,SCT004 OVC006,1.5SM,68.0,65.0,90.0,4.0,280,0.0,29.57,0.01,2004-05-28 08:51:00
LEX_ATL_29156,2004,7,2,5,14:50,16:30,100,LEX,ATL,303,2004-07-02 17:36:00,93820,977,980,980,38.02,-84.37,+5,+5,2-7-2004,2004-07-02 14:50:00,0,2004-07-02 16:30:00,02-07-2004 16:30,66,1,02-07-2004,09:54,BKN009,3SM,76.0,70.0,82.0,0.0,000,0.0,29.06,0.0,2004-07-02 09:54:00,02-07-2004,09:54,BKN009,3SM,76.0,70.0,82.0,0.0,000,0.0,29.06,0.0,2004-07-02 09:54:00
DAY_IAH_44973,2004,5,13,4,06:30,08:10,160,DAY,IAH,929,2004-05-13 09:54:00,93815,1001,1003,1004,39.55,-84.13,+6,+6,13-5-2004,2004-05-13 06:30:00,0,2004-05-13 09:10:00,13-05-2004 08:10,104,1,13-05-2004,05:54,CLR,4SM,65.0,61.0,87.0,6,150,0.0,29.05,0.0,2004-05-13 05:54:00,13-05-2004,07:54,BKN200,5SM,71.0,64.0,79.0,10,160,0.0,29.08,0.0,2004-05-13 07:54:00
ORD_DFW_51634,2004,5,28,5,06:30,08:53,143,ORD,DFW,802,2004-05-28 08:53:00,94846,655,674,658,41.59,-87.55,+6,+6,28-5-2004,2004-05-28 06:30:00,0,2004-05-28 08:53:00,28-05-2004 08:53,0,2,28-05-2004,00:56,FEW020,10SM,48.0,42.0,80.0,12.0,020,0.0,29.1,0.0,2004-05-28 00:56:00,28-05-2004,07:56,FEW030 SCT150,10SM,53.0,42.0,66.0,9.0,050,18.0,29.23,0.0,2004-05-28 07:56:00
EWR_CLE_32685,2004,5,22,6,10:05,11:37,92,EWR,CLE,404,2004-05-22 14:13:00,14734,25,30,28,40.43,-74.1,+5,+5,22-5-2004,2004-05-22 10:05:00,0,2004-05-22 11:37:00,22-05-2004 11:37,156,1,22-05-2004,09:51,SCT022 BKN029 BKN036 OVC130,6SM,76.0,67.0,74.0,5.0,210,0.0,29.89,0.0,2004-05-22 09:51:00,22-05-2004,09:51,SCT022 BKN029 BKN036 OVC130,6SM,76.0,67.0,74.0,5.0,210,0.0,29.89,0.0,2004-05-22 09:51:00
GEG_DEN_36773,2004,7,9,5,06:00,09:05,125,GEG,DEN,836,2004-07-09 09:05:00,24157,2381,2365,2384,47.37,-117.32,+8,+7,9-7-2004,2004-07-09 06:00:00,60,2004-07-09 07:05:00,09-07-2004 09:05,0,2,09-07-2004,00:56,CLR,10SM,58.0,41.0,54.0,0.0,000,0.0,27.37,0.0,2004-07-09 00:56:00,09-07-2004,08:56,CLR,10SM,67.0,46.0,47.0,6.0,110,0.0,27.39,0.0,2004-07-09 08:56:00
DFW_CLL_33368,2004,7,26,1,08:51,09:56,65,DFW,CLL,164,2004-07-26 09:56:00,3927,559,596,562,32.54,-97.02,+6,+6,26-7-2004,2004-07-26 08:51:00,0,2004-07-26 09:56:00,26-07-2004 09:56,0,2,26-07-2004,07:53,OVC024,10SM,70.0,62.0,76.0,11.0,340,0.0,29.57,0.0,2004-07-26 07:53:00,26-07-2004,09:53,OVC018,10SM,71.0,62.0,73.0,6.0,010,0.0,29.57,0.0,2004-07-26 09:53:00
DFW_XNA_26285,2004,7,6,2,15:45,16:58,73,DFW,XNA,281,2004-07-06 16:58:00,3927,559,596,562,32.54,-97.02,+6,+6,6-7-2004,2004-07-06 15:45:00,0,2004-07-06 16:58:00,06-07-2004 16:58,0,2,06-07-2004,09:53,FEW023 BKN028 OVC065,9SM,75.0,67.0,76.0,17.0,010,29.0,29.52,,2004-07-06 09:53:00,06-07-2004,09:53,FEW023 BKN028 OVC065,9SM,75.0,67.0,76.0,17.0,010,29.0,29.52,,2004-07-06 09:53:00
SDF_BWI_39487,2004,11,1,1,11:20,12:45,85,SDF,BWI,495,2004-11-01 14:03:00,93821,481,488,484,38.11,-85.44,+5,+5,1-11-2004,2004-11-01 11:20:00,0,2004-11-01 12:45:00,01-11-2004 12:45,78,1,01-11-2004,09:56,BKN005 OVC016,2SM,58.0,57.0,97.0,4.0,140,0.0,29.51,0.17,2004-11-01 09:56:00,01-11-2004,09:56,BKN005 OVC016,2SM,58.0,57.0,97.0,4.0,140,0.0,29.51,0.17,2004-11-01 09:56:00
SMF_LAX_27849,2004,11,12,5,14:40,16:04,84,SMF,LAX,373,2004-11-12 16:04:00,93225,19,33,22,38.42,-121.35,+8,+8,12-11-2004,2004-11-12 14:40:00,0,2004-11-12 16:04:00,12-11-2004 16:04,0,2,12-11-2004,09:53,OVC002,0.25SM,50.0,50.0,100.0,5.0,300,0.0,30.08,0.0,2004-11-12 09:53:00,12-11-2004,09:53,OVC002,0.25SM,50.0,50.0,100.0,5.0,300,0.0,30.08,0.0,2004-11-12 09:53:00
RIC_CVG_45354,2004,5,15,6,15:05,16:37,92,RIC,CVG,413,2004-05-15 18:10:00,13740,164,163,167,37.31,-77.19,+5,+5,15-5-2004,2004-05-15 15:05:00,0,2004-05-15 16:37:00,15-05-2004 16:37,93,1,15-05-2004,09:54,FEW035,10SM,81.0,68.0,65.0,13,200,0.0,30.04,0.0,2004-05-15 09:54:00,15-05-2004,09:54,FEW035,10SM,81.0,68.0,65.0,13,200,0.0,30.04,0.0,2004-05-15 09:54:00
BNA_LGA_47350,2004,5,19,3,11:10,14:20,130,BNA,LGA,764,2004-05-19 14:20:00,13897,571,605,574,36.07,-86.41,+6,+5,19-5-2004,2004-05-19 11:10:00,60,2004-05-19 12:20:00,19-05-2004 14:20,0,2,19-05-2004,09:53,FEW030 SCT180 SCT250,10SM,79.0,66.0,65.0,7,220,0.0,29.58,0.0,2004-05-19 09:53:00,19-05-2004,09:53,FEW030 SCT180 SCT250,10SM,79.0,66.0,65.0,7,220,0.0,29.58,0.0,2004-05-19 09:53:00
MDW_FLL_38733,2004,11,4,4,11:00,15:00,180,MDW,FLL,1166,2004-11-04 16:23:00,14819,616,618,619,41.47,-87.45,+6,+5,4-11-2004,2004-11-04 11:00:00,60,2004-11-04 13:00:00,04-11-2004 15:00,83,1,04-11-2004,09:53,SCT008 BKN016 OVC029,6SM,47.0,44.0,90.0,17.0,320,21.0,29.09,0.02,2004-11-04 09:53:00,04-11-2004,09:53,SCT008 BKN016 OVC029,6SM,47.0,44.0,90.0,17.0,320,21.0,29.09,0.02,2004-11-04 09:53:00
DFW_SLC_26597,2004,5,21,5,12:06,13:47,161,DFW,SLC,988,2004-05-21 13:47:00,3927,559,596,562,32.54,-97.02,+6,+7,21-5-2004,2004-05-21 12:06:00,-60,2004-05-21 15:47:00,21-05-2004 13:47,0,2,21-05-2004,09:53,SCT027 BKN037,10SM,81.0,65.0,58.0,14.0,190,21.0,29.51,0.0,2004-05-21 09:53:00,21-05-2004,09:53,SCT027 BKN037,10SM,81.0,65.0,58.0,14.0,190,21.0,29.51,0.0,2004-05-21 09:53:00
CVG_BGM_32234,2004,9,23,4,11:45,13:16,91,CVG,BGM,506,2004-09-23 13:16:00,93814,882,883,885,39.02,-84.4,+5,+5,23-9-2004,2004-09-23 11:45:00,0,2004-09-23 13:16:00,23-09-2004 13:16,0,2,23-09-2004,09:51,FEW220,10SM,76.0,58.0,54.0,5.0,120,0.0,29.35,0.0,2004-09-23 09:51:00,23-09-2004,09:51,FEW220,10SM,76.0,58.0,54.0,5.0,120,0.0,29.35,0.0,2004-09-23 09:51:00
ABQ_DFW_34155,2004,3,14,7,07:45,10:22,97,ABQ,DFW,569,2004-03-14 10:22:00,23050,5305,5314,5308,35.02,-106.37,+7,+6,14-3-2004,2004-03-14 07:45:00,60,2004-03-14 08:22:00,14-03-2004 10:22,0,2,14-03-2004,06:56,FEW045 SCT080 SCT180,10SM,45.0,32.0,61.0,16.0,100,24.0,24.95,0.0,2004-03-14 06:56:00,14-03-2004,09:56,FEW045 SCT080 SCT200,10SM,55.0,33.0,44.0,12.0,120,17.0,24.97,0.0,2004-03-14 09:56:00
LAX_LIH_49684,2004,5,13,4,11:20,14:04,344,LAX,LIH,2615,2004-05-13 14:04:00,23174,323,326,326,33.56,-118.25,+8,+10,13-5-2004,2004-05-13 11:20:00,-120,2004-05-13 19:04:00,13-05-2004 14:04,0,2,13-05-2004,09:50,FEW060,10SM,73.0,56.0,55.0,0,000,0.0,29.63,0.0,2004-05-13 09:50:00,13-05-2004,09:50,FEW060,10SM,73.0,56.0,55.0,0,000,0.0,29.63,0.0,2004-05-13 09:50:00
PWM_CVG_45206,2004,5,4,2,09:10,11:31,141,PWM,CVG,810,2004-05-04 12:53:00,14764,69,63,72,43.38,-70.18,+5,+5,4-5-2004,2004-05-04 09:10:00,0,2004-05-04 11:31:00,04-05-2004 11:31,82,1,04-05-2004,08:58,OVC050,10SM,,,,11.0,300,0.0,,,2004-05-04 08:58:00,04-05-2004,09:51,BKN048 OVC060,10SM,48.0,36.0,63.0,10.0,320,0.0,29.67,0.0,2004-05-04 09:51:00
ATL_CAK_36991,2004,9,14,2,12:38,14:17,99,ATL,CAK,528,2004-09-14 16:22:00,13874,971,1026,974,33.38,-84.26,+5,+5,14-9-2004,2004-09-14 12:38:00,0,2004-09-14 14:17:00,14-09-2004 14:17,125,1,14-09-2004,09:58,BKN025 BKN030 BKN050,9SM,,,,8,090,0.0,,,2004-09-14 09:58:00,14-09-2004,09:58,BKN025 BKN030 BKN050,9SM,,,,8,090,0.0,,,2004-09-14 09:58:00
LAX_CLE_40894,2004,5,10,1,07:00,14:20,260,LAX,CLE,2053,2004-05-10 14:20:00,23174,323,326,326,33.56,-118.25,+8,+5,10-5-2004,2004-05-10 07:00:00,180,2004-05-10 08:20:00,10-05-2004 14:20,0,2,10-05-2004,06:50,BKN019 OVC030,7SM,63.0,59.0,87.0,7.0,090,0.0,29.51,0.0,2004-05-10 06:50:00,10-05-2004,09:50,BKN029 BKN250,8SM,70.0,58.0,66.0,4.0,VRB,0.0,29.53,0.0,2004-05-10 09:50:00
DFW_IND_26941,2004,11,22,1,15:38,18:44,126,DFW,IND,762,2004-11-22 18:44:00,3927,559,596,562,32.54,-97.02,+6,+5,22-11-2004,2004-11-22 15:38:00,60,2004-11-22 16:44:00,22-11-2004 18:44,0,2,22-11-2004,09:53,OVC015,3SM,57.0,55.0,93.0,7.0,360,0.0,29.49,0.26,2004-11-22 09:53:00,22-11-2004,09:53,OVC015,3SM,57.0,55.0,93.0,7.0,360,0.0,29.49,0.26,2004-11-22 09:53:00
EWR_DTW_34394,2004,7,23,5,14:38,16:25,107,EWR,DTW,487,2004-07-23 16:25:00,14734,25,30,28,40.43,-74.1,+5,+5,23-7-2004,2004-07-23 14:38:00,0,2004-07-23 16:25:00,23-07-2004 16:25,0,2,23-07-2004,09:51,FEW002 BKN018CB OVC060,2SM,77.0,75.0,94.0,10.0,190,0.0,29.87,0.05,2004-07-23 09:51:00,23-07-2004,09:51,FEW002 BKN018CB OVC060,2SM,77.0,75.0,94.0,10.0,190,0.0,29.87,0.05,2004-07-23 09:51:00
CLT_FLL_31293,2004,7,2,5,12:20,14:16,116,CLT,FLL,631,2004-07-02 14:16:00,13881,721,769,724,35.13,-80.56,+5,+5,2-7-2004,2004-07-02 12:20:00,0,2004-07-02 14:16:00,02-07-2004 14:16,0,2,02-07-2004,09:51,OVC009,5SM,74.0,69.0,85.0,3.0,230,0.0,29.31,0.0,2004-07-02 09:51:00,02-07-2004,09:51,OVC009,5SM,74.0,69.0,85.0,3.0,230,0.0,29.31,0.0,2004-07-02 09:51:00
SEA_MSP_52018,2004,5,4,2,16:15,21:24,189,SEA,MSP,1399,2004-05-04 21:24:00,24233,447,450,450,47.28,-122.19,+8,+6,4-5-2004,2004-05-04 16:15:00,120,2004-05-04 17:24:00,04-05-2004 21:24,0,2,04-05-2004,09:56,FEW018 BKN040 BKN100 BKN250,10SM,56.0,46.0,70.0,8.0,230,0.0,29.42,0.0,2004-05-04 09:56:00,04-05-2004,09:56,FEW018 BKN040 BKN100 BKN250,10SM,56.0,46.0,70.0,8.0,230,0.0,29.42,0.0,2004-05-04 09:56:00
BWI_ALB_51293,2004,7,23,5,13:45,14:55,70,BWI,ALB,288,2004-07-23 14:55:00,93721,193,155,196,39.1,-76.41,+5,+5,23-7-2004,2004-07-23 13:45:00,0,2004-07-23 14:55:00,23-07-2004 14:55,0,2,23-07-2004,09:54,SCT013 BKN018 OVC090,5SM,77.0,72.0,85.0,3.0,VRB,0.0,29.7,0.0,2004-07-23 09:54:00,23-07-2004,09:54,SCT013 BKN018 OVC090,5SM,77.0,72.0,85.0,3.0,VRB,0.0,29.7,0.0,2004-07-23 09:54:00
ONT_PHX_42610,2004,3,18,4,07:00,09:13,73,ONT,PHX,325,2004-03-18 09:13:00,3102,901,905,904,34.04,-117.36,+8,+7,18-3-2004,2004-03-18 07:00:00,60,2004-03-18 07:13:00,18-03-2004 09:13,0,2,18-03-2004,06:53,FEW180,2SM,54.0,53.0,97.0,0.0,000,0.0,28.97,0.0,2004-03-18 06:53:00,18-03-2004,08:53,FEW180,4SM,71.0,51.0,49.0,3.0,VRB,0.0,28.99,0.0,2004-03-18 08:53:00
DFW_SEA_48896,2004,5,8,6,10:24,12:41,257,DFW,SEA,1660,2004-05-08 12:41:00,3927,559,596,562,32.54,-97.02,+6,+8,8-5-2004,2004-05-08 10:24:00,-120,2004-05-08 16:41:00,08-05-2004 12:41,0,2,08-05-2004,09:53,BKN019 BKN060 OVC140,9SM,73.0,66.0,79.0,9.0,170,0.0,29.52,0.0,2004-05-08 09:53:00,08-05-2004,09:53,BKN019 BKN060 OVC140,9SM,73.0,66.0,79.0,9.0,170,0.0,29.52,0.0,2004-05-08 09:53:00
SJU_JFK_40321,2004,7,15,4,11:50,15:45,235,SJU,JFK,1597,2004-07-15 15:45:00,11641,7,8,10,18.26,-66.0,+4,+5,15-7-2004,2004-07-15 11:50:00,-60,2004-07-15 16:45:00,15-07-2004 15:45,0,2,15-07-2004,09:56,FEW027 SCT090,10SM,87.0,75.0,67.0,8.0,090,0.0,30.01,0.0,2004-07-15 09:56:00,15-07-2004,09:56,FEW027 SCT090,10SM,87.0,75.0,67.0,8.0,090,0.0,30.01,0.0,2004-07-15 09:56:00
DEN_LGA_52092,2004,11,30,2,15:45,21:14,209,DEN,LGA,1619,2004-11-30 21:14:00,3017,5379,5431,5382,39.5,-104.4,+7,+5,30-11-2004,2004-11-30 15:45:00,120,2004-11-30 17:14:00,30-11-2004 21:14,0,2,30-11-2004,09:53,CLR,10SM,26.0,10.0,51.0,12.0,210,0.0,24.62,0.0,2004-11-30 09:53:00,30-11-2004,09:53,CLR,10SM,26.0,10.0,51.0,12.0,210,0.0,24.62,0.0,2004-11-30 09:53:00
DFW_LBB_47087,2004,9,14,2,14:37,15:40,63,DFW,LBB,282,2004-09-14 15:40:00,3927,559,596,562,32.54,-97.02,+6,+6,14-9-2004,2004-09-14 14:37:00,0,2004-09-14 15:40:00,14-09-2004 15:40,0,2,14-09-2004,09:53,BKN017 BKN100,10SM,83.0,73.0,72.0,13,150,0.0,29.3,0.0,2004-09-14 09:53:00,14-09-2004,09:53,BKN017 BKN100,10SM,83.0,73.0,72.0,13,150,0.0,29.3,0.0,2004-09-14 09:53:00
LAX_BOS_41136,2004,5,24,1,12:15,20:42,327,LAX,BOS,2611,2004-05-24 20:42:00,23174,323,326,326,33.56,-118.25,+8,+5,24-5-2004,2004-05-24 12:15:00,180,2004-05-24 14:42:00,24-05-2004 20:42,0,2,24-05-2004,09:50,SCT024 BKN030 BKN042,9SM,63.0,57.0,81.0,6.0,VRB,0.0,29.62,0.0,2004-05-24 09:50:00,24-05-2004,09:50,SCT024 BKN030 BKN042,9SM,63.0,57.0,81.0,6.0,VRB,0.0,29.62,0.0,2004-05-24 09:50:00
CLT_CVG_41853,2004,7,3,6,16:40,18:18,98,CLT,CVG,335,2004-07-03 19:28:00,13881,721,769,724,35.13,-80.56,+5,+5,3-7-2004,2004-07-03 16:40:00,0,2004-07-03 18:18:00,03-07-2004 18:18,70,1,03-07-2004,09:51,BKN013 OVC018,6SM,74.0,69.0,85.0,0.0,000,0.0,29.24,0.0,2004-07-03 09:51:00,03-07-2004,09:51,BKN013 OVC018,6SM,74.0,69.0,85.0,0.0,000,0.0,29.24,0.0,2004-07-03 09:51:00
OAK_PHX_49507,2004,9,29,3,06:05,07:59,114,OAK,PHX,646,2004-09-29 07:59:00,23230,85,88,88,37.43,-122.13,+8,+7,29-9-2004,2004-09-29 06:05:00,60,2004-09-29 06:59:00,29-09-2004 07:59,0,2,29-09-2004,05:53,OVC015,10SM,58.0,53.0,84.0,9,230,0.0,29.86,0.0,2004-09-29 05:53:00,29-09-2004,07:53,OVC015,10SM,58.0,53.0,84.0,7,260,0.0,29.87,0.0,2004-09-29 07:53:00
SLC_GJT_34766,2004,3,25,4,09:55,10:57,62,SLC,GJT,217,2004-03-25 10:57:00,24127,4221,4227,4224,40.47,-111.58,+7,+7,25-3-2004,2004-03-25 09:55:00,0,2004-03-25 10:57:00,25-03-2004 10:57,0,2,25-03-2004,08:56,FEW080 SCT130,10SM,56.0,39.0,53.0,5.0,VRB,0.0,25.65,0.0,2004-03-25 08:56:00,25-03-2004,09:56,FEW085 SCT150 SCT250,10SM,60.0,38.0,44.0,0.0,000,0.0,25.64,0.0,2004-03-25 09:56:00
SJC_ONT_48820,2004,5,29,6,14:45,15:55,70,SJC,ONT,333,2004-05-29 15:55:00,23293,87,50,90,37.22,-121.56,+8,+8,29-5-2004,2004-05-29 14:45:00,0,2004-05-29 15:55:00,29-05-2004 15:55,0,2,29-05-2004,09:53,CLR,10SM,66.0,46.0,49.0,7.0,320,0.0,29.96,0.0,2004-05-29 09:53:00,29-05-2004,09:53,CLR,10SM,66.0,46.0,49.0,7.0,320,0.0,29.96,0.0,2004-05-29 09:53:00
BWI_BNA_53300,2004,7,12,1,17:45,18:35,110,BWI,BNA,588,2004-07-12 18:35:00,93721,193,155,196,39.1,-76.41,+5,+6,12-7-2004,2004-07-12 17:45:00,-60,2004-07-12 20:35:00,12-07-2004 18:35,0,2,12-07-2004,09:54,BKN020 OVC060,7SM,79.0,71.0,77.0,7.0,200,0.0,29.78,0.0,2004-07-12 09:54:00,12-07-2004,09:54,BKN020 OVC060,7SM,79.0,71.0,77.0,7.0,200,0.0,29.78,0.0,2004-07-12 09:54:00
PHL_MDW_36170,2004,7,21,3,17:55,19:15,140,PHL,MDW,668,2004-07-21 20:42:00,13739,59,28,62,39.52,-75.14,+5,+6,21-7-2004,2004-07-21 17:55:00,-60,2004-07-21 21:15:00,21-07-2004 19:15,87,1,21-07-2004,09:54,FEW055,7SM,80.0,64.0,58.0,5.0,180,0.0,29.98,0.0,2004-07-21 09:54:00,21-07-2004,09:54,FEW055,7SM,80.0,64.0,58.0,5.0,180,0.0,29.98,0.0,2004-07-21 09:54:00
ATL_BTR_45512,2004,11,22,1,14:20,14:51,91,ATL,BTR,449,2004-11-22 16:54:00,13874,971,1026,974,33.38,-84.26,+5,+6,22-11-2004,2004-11-22 14:20:00,-60,2004-11-22 16:51:00,22-11-2004 14:51,123,1,22-11-2004,09:51,OVC001,0.0625SM,59.0,58.0,96.0,4.0,100,0.0,29.12,,2004-11-22 09:51:00,22-11-2004,09:51,OVC001,0.0625SM,59.0,58.0,96.0,4.0,100,0.0,29.12,,2004-11-22 09:51:00
