FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
TUS_DFW_94893,2005,9,13,2,06:21,10:28,127,TUS,DFW,813,23160,2578,2555,2581,32.08,-110.58,+7,+6,13-9-2005,2005-09-13 06:21:00,60,2005-09-13 09:28:00,13-09-2005 10:28,13-09-2005,05:55,CLR,10SM,62.0,40.0,44.0,7.0,160,0.0,27.33,0.0,2005-09-13 05:55:00,13-09-2005,09:55,CLR,10SM,80.0,33.0,18.0,3.0,VRB,0.0,27.35,0.0,2005-09-13 09:55:00
BZN_SLC_65988,2005,11,27,7,06:00,07:17,77,BZN,SLC,347,24132,4465,4449,4468,45.47,-111.09,+7,+7,27-11-2005,2005-11-27 06:00:00,0,2005-11-27 07:17:00,27-11-2005 07:17,27-11-2005,00:56,BKN028 OVC034,9SM,25.0,18.0,75.0,12.0,250,0.0,25.37,0.0,2005-11-27 00:56:00,27-11-2005,06:56,SCT038 OVC049,3SM,24.0,20.0,84.0,8.0,240,0.0,25.44,,2005-11-27 06:56:00
DFW_DSM_66002,2005,7,7,4,13:40,15:28,108,DFW,DSM,624,3927,559,596,562,32.54,-97.02,+6,+6,7-7-2005,2005-07-07 13:40:00,0,2005-07-07 15:28:00,07-07-2005 15:28,07-07-2005,09:53,BKN035 BKN050CB OVC085,10SM,72.0,69.0,91.0,6.0,330,0.0,29.43,0.1,2005-07-07 09:53:00,07-07-2005,09:53,BKN035 BKN050CB OVC085,10SM,72.0,69.0,91.0,6.0,330,0.0,29.43,0.1,2005-07-07 09:53:00
MDW_BHM_82098,2005,7,13,3,09:00,10:45,105,MDW,BHM,570,14819,616,618,619,41.47,-87.45,+6,+6,13-7-2005,2005-07-13 09:00:00,0,2005-07-13 10:45:00,13-07-2005 10:45,13-07-2005,08:53,FEW011 BKN100,9SM,79.0,66.0,65.0,9.0,060,0.0,29.27,0.0,2005-07-13 08:53:00,13-07-2005,09:53,FEW028 SCT065 BKN095,9SM,82.0,65.0,56.0,12.0,080,0.0,29.28,0.0,2005-07-13 09:53:00
DEN_SMF_99548,2005,7,21,4,11:40,13:05,145,DEN,SMF,910,3017,5379,5431,5382,39.5,-104.4,+7,+8,21-7-2005,2005-07-21 11:40:00,-60,2005-07-21 13:05:00,21-07-2005 13:05,21-07-2005,09:53,FEW080,10SM,92.0,45.0,20.0,7.0,310,0.0,24.78,0.0,2005-07-21 09:53:00,21-07-2005,09:53,FEW080,10SM,92.0,45.0,20.0,7.0,310,0.0,24.78,0.0,2005-07-21 09:53:00
MCO_RDU_81957,2005,3,5,6,16:09,17:50,101,MCO,RDU,534,12815,95,106,98,28.26,-81.19,+5,+5,5-3-2005,2005-03-05 16:09:00,0,2005-03-05 17:50:00,05-03-2005 17:50,05-03-2005,09:53,SCT250,10SM,62.0,45.0,54.0,5.0,340,0.0,30.08,0.0,2005-03-05 09:53:00,05-03-2005,09:53,SCT250,10SM,62.0,45.0,54.0,5.0,340,0.0,30.08,0.0,2005-03-05 09:53:00
IAH_GPT_98932,2005,9,22,4,10:30,11:49,79,IAH,GPT,376,12960,118,108,121,29.59,-95.22,+6,+6,22-9-2005,2005-09-22 10:30:00,0,2005-09-22 11:49:00,22-09-2005 11:49,22-09-2005,09:53,FEW250,8SM,91.0,68.0,47.0,5.0,060,0.0,29.77,0.0,2005-09-22 09:53:00,22-09-2005,09:53,FEW250,8SM,91.0,68.0,47.0,5.0,060,0.0,29.77,0.0,2005-09-22 09:53:00
SJC_SLC_77755,2005,9,13,2,06:30,09:20,110,SJC,SLC,585,23293,87,50,90,37.22,-121.56,+8,+7,13-9-2005,2005-09-13 06:30:00,60,2005-09-13 09:20:00,13-09-2005 09:20,13-09-2005,06:14,SCT013 BKN015 OVC018,10SM,,,,4.0,330,0.0,,,2005-09-13 06:14:00,13-09-2005,08:53,FEW011 BKN018 OVC021,10SM,57.0,48.0,72.0,0.0,000,0.0,29.98,0.0,2005-09-13 08:53:00
MCI_ATL_58949,2005,3,1,2,17:00,19:55,115,MCI,ATL,692,3947,1005,1025,1008,39.18,-94.43,+6,+5,1-3-2005,2005-03-01 17:00:00,60,2005-03-01 19:55:00,01-03-2005 19:55,01-03-2005,09:53,CLR,10SM,26.0,13.0,57.0,9.0,310,0.0,29.07,0.0,2005-03-01 09:53:00,01-03-2005,09:53,CLR,10SM,26.0,13.0,57.0,9.0,310,0.0,29.07,0.0,2005-03-01 09:53:00
IAD_EWR_73546,2005,9,24,6,13:40,14:55,75,IAD,EWR,213,93738,306,323,309,38.56,-77.27,+5,+5,24-9-2005,2005-09-24 13:40:00,0,2005-09-24 14:55:00,24-09-2005 14:55,24-09-2005,09:51,BKN029 OVC047,10SM,67.0,51.0,57.0,8.0,360,0.0,29.97,0.0,2005-09-24 09:51:00,24-09-2005,09:51,BKN029 OVC047,10SM,67.0,51.0,57.0,8.0,360,0.0,29.97,0.0,2005-09-24 09:51:00
CMH_BWI_94688,2005,9,7,3,17:20,18:30,70,CMH,BWI,336,14821,846,816,849,39.59,-82.53,+5,+5,7-9-2005,2005-09-07 17:20:00,0,2005-09-07 18:30:00,07-09-2005 18:30,07-09-2005,09:51,FEW250,10SM,73.0,55.0,53.0,5,210,0.0,29.41,0.0,2005-09-07 09:51:00,07-09-2005,09:51,FEW250,10SM,73.0,55.0,53.0,5,210,0.0,29.41,0.0,2005-09-07 09:51:00
DFW_ATL_61779,2005,3,13,7,10:54,13:53,119,DFW,ATL,732,3927,559,596,562,32.54,-97.02,+6,+5,13-3-2005,2005-03-13 10:54:00,60,2005-03-13 13:53:00,13-03-2005 13:53,13-03-2005,09:53,CLR,10SM,55.0,34.0,45.0,18.0,360,0.0,29.15,0.0,2005-03-13 09:53:00,13-03-2005,09:53,CLR,10SM,55.0,34.0,45.0,18.0,360,0.0,29.15,0.0,2005-03-13 09:53:00
PDX_DFW_93081,2005,11,21,1,12:29,18:11,222,PDX,DFW,1616,24229,220,107,223,45.35,-122.36,+8,+6,21-11-2005,2005-11-21 12:29:00,120,2005-11-21 18:11:00,21-11-2005 18:11,21-11-2005,09:55,BKN001,0.5SM,34.0,34.0,100.0,7.0,300,0.0,30.1,0.0,2005-11-21 09:55:00,21-11-2005,09:55,BKN001,0.5SM,34.0,34.0,100.0,7.0,300,0.0,30.1,0.0,2005-11-21 09:55:00
BOS_LAS_97565,2005,11,30,3,09:50,13:03,373,BOS,LAS,2381,14739,19,30,180,42.22,-71.01,+5,+8,30-11-2005,2005-11-30 09:50:00,-180,2005-11-30 13:03:00,30-11-2005 13:03,30-11-2005,08:54,OVC014,10SM,58.0,57.0,97.0,15.0,170,0.0,29.91,,2005-11-30 08:54:00,30-11-2005,09:54,BKN016 OVC035,6SM,59.0,56.0,90.0,13.0,180,0.0,29.91,,2005-11-30 09:54:00
BNA_CVG_60458,2005,11,29,2,09:50,11:59,69,BNA,CVG,230,13897,571,605,574,36.07,-86.41,+6,+5,29-11-2005,2005-11-29 09:50:00,60,2005-11-29 11:59:00,29-11-2005 11:59,29-11-2005,08:53,FEW016 SCT042 SCT080,10SM,40.0,23.0,51.0,11.0,260,18.0,29.32,0.0,2005-11-29 08:53:00,29-11-2005,09:53,SCT042,10SM,42.0,25.0,51.0,11.0,220,0.0,29.33,0.0,2005-11-29 09:53:00
CLE_BNA_94030,2005,3,9,3,10:00,10:30,90,CLE,BNA,448,14820,802,805,805,41.24,-81.51,+5,+6,9-3-2005,2005-03-09 10:00:00,-60,2005-03-09 10:30:00,09-03-2005 10:30,09-03-2005,09:51,BKN032 OVC050,10SM,19.0,9.0,65.0,9.0,230,0.0,29.13,0.0,2005-03-09 09:51:00,09-03-2005,09:51,BKN032 OVC050,10SM,19.0,9.0,65.0,9.0,230,0.0,29.13,0.0,2005-03-09 09:51:00
ATL_STL_97075,2005,3,27,7,07:57,08:37,100,ATL,STL,483,13874,971,1026,974,33.38,-84.26,+5,+6,27-3-2005,2005-03-27 07:57:00,-60,2005-03-27 08:37:00,27-03-2005 08:37,27-03-2005,07:51,BKN009 OVC012,10SM,61.0,59.0,93.0,12.0,110,0.0,28.77,0.0,2005-03-27 07:51:00,27-03-2005,07:51,BKN009 OVC012,10SM,61.0,59.0,93.0,12.0,110,0.0,28.77,0.0,2005-03-27 07:51:00
ATL_SRQ_100540,2005,11,15,2,12:25,13:55,90,ATL,SRQ,445,13874,971,1026,974,33.38,-84.26,+5,+5,15-11-2005,2005-11-15 12:25:00,0,2005-11-15 13:55:00,15-11-2005 13:55,15-11-2005,09:51,BKN007 OVC016,3SM,64.0,60.0,87.0,5.0,160,0.0,29.16,0.0,2005-11-15 09:51:00,15-11-2005,09:51,BKN007 OVC016,3SM,64.0,60.0,87.0,5.0,160,0.0,29.16,0.0,2005-11-15 09:51:00
CLE_MDT_76947,2005,9,22,4,16:00,17:04,64,CLE,MDT,280,14820,802,805,805,41.24,-81.51,+5,+5,22-9-2005,2005-09-22 16:00:00,0,2005-09-22 17:04:00,22-09-2005 17:04,22-09-2005,09:51,SCT048 BKN250,10SM,73.0,61.0,66.0,8.0,220,0.0,29.18,0.0,2005-09-22 09:51:00,22-09-2005,09:51,SCT048 BKN250,10SM,73.0,61.0,66.0,8.0,220,0.0,29.18,0.0,2005-09-22 09:51:00
DTW_MDW_72379,2005,7,26,2,17:00,17:05,65,DTW,MDW,229,94847,628,664,631,42.13,-83.21,+5,+6,26-7-2005,2005-07-26 17:00:00,-60,2005-07-26 17:05:00,26-07-2005 17:05,26-07-2005,09:54,BKN130 BKN250,8SM,83.0,75.0,77.0,14.0,230,0.0,29.1,0.0,2005-07-26 09:54:00,26-07-2005,09:54,BKN130 BKN250,8SM,83.0,75.0,77.0,14.0,230,0.0,29.1,0.0,2005-07-26 09:54:00
DTW_ATL_59813,2005,7,14,4,11:57,13:50,113,DTW,ATL,594,94847,628,664,631,42.13,-83.21,+5,+5,14-7-2005,2005-07-14 11:57:00,0,2005-07-14 13:50:00,14-07-2005 13:50,14-07-2005,09:54,FEW025 BKN220,10SM,83.0,70.0,65.0,3.0,VRB,0.0,29.26,0.0,2005-07-14 09:54:00,14-07-2005,09:54,FEW025 BKN220,10SM,83.0,70.0,65.0,3.0,VRB,0.0,29.26,0.0,2005-07-14 09:54:00
ATL_MCI_92463,2005,7,19,2,14:56,15:59,123,ATL,MCI,692,13874,971,1026,974,33.38,-84.26,+5,+6,19-7-2005,2005-07-19 14:56:00,-60,2005-07-19 15:59:00,19-07-2005 15:59,19-07-2005,09:51,BKN250,10SM,82.0,73.0,74.0,4,290,0.0,29.12,0.0,2005-07-19 09:51:00,19-07-2005,09:51,BKN250,10SM,82.0,73.0,74.0,4,290,0.0,29.12,0.0,2005-07-19 09:51:00
SAT_EWR_80927,2005,7,22,5,15:03,20:00,237,SAT,EWR,1569,12921,818,809,821,29.32,-98.28,+6,+5,22-7-2005,2005-07-22 15:03:00,60,2005-07-22 20:00:00,22-07-2005 20:00,22-07-2005,09:53,SCT034,10SM,85.0,74.0,70.0,5.0,260,0.0,29.27,0.0,2005-07-22 09:53:00,22-07-2005,09:53,SCT034,10SM,85.0,74.0,70.0,5.0,260,0.0,29.27,0.0,2005-07-22 09:53:00
BWI_DFW_83044,2005,3,21,1,11:38,14:02,204,BWI,DFW,1217,93721,193,155,196,39.1,-76.41,+5,+6,21-3-2005,2005-03-21 11:38:00,-60,2005-03-21 14:02:00,21-03-2005 14:02,21-03-2005,09:54,SCT045 BKN055,10SM,46.0,28.0,50.0,13.0,300,0.0,29.82,0.0,2005-03-21 09:54:00,21-03-2005,09:54,SCT045 BKN055,10SM,46.0,28.0,50.0,13.0,300,0.0,29.82,0.0,2005-03-21 09:54:00
DFW_DCA_76138,2005,9,8,4,09:25,13:14,169,DFW,DCA,1192,3927,559,596,562,32.54,-97.02,+6,+5,8-9-2005,2005-09-08 09:25:00,60,2005-09-08 13:14:00,08-09-2005 13:14,08-09-2005,08:53,SCT300,10SM,82.0,58.0,44.0,5,120,0.0,29.57,0.0,2005-09-08 08:53:00,08-09-2005,09:53,SCT300,10SM,85.0,57.0,39.0,4,140,0.0,29.57,0.0,2005-09-08 09:53:00
TLH_CVG_71814,2005,9,15,4,13:03,14:50,107,TLH,CVG,596,93805,71,68,74,30.23,-84.21,+5,+5,15-9-2005,2005-09-15 13:03:00,0,2005-09-15 14:50:00,15-09-2005 14:50,15-09-2005,09:53,FEW150 BKN250,6SM,84.0,62.0,48.0,6.0,310,0.0,29.99,0.0,2005-09-15 09:53:00,15-09-2005,09:53,FEW150 BKN250,6SM,84.0,62.0,48.0,6.0,310,0.0,29.99,0.0,2005-09-15 09:53:00
PHL_IAH_67741,2005,9,30,5,12:30,14:55,205,PHL,IAH,1324,13739,59,28,62,39.52,-75.14,+5,+6,30-9-2005,2005-09-30 12:30:00,-60,2005-09-30 14:55:00,30-09-2005 14:55,30-09-2005,09:54,SCT250,10SM,60.0,33.0,36.0,8.0,010,0.0,30.23,0.0,2005-09-30 09:54:00,30-09-2005,09:54,SCT250,10SM,60.0,33.0,36.0,8.0,010,0.0,30.23,0.0,2005-09-30 09:54:00
DAY_DFW_63546,2005,11,12,6,17:11,18:53,162,DAY,DFW,861,93815,1001,1003,1004,39.55,-84.13,+6,+6,12-11-2005,2005-11-12 17:11:00,0,2005-11-12 19:53:00,12-11-2005 18:53,12-11-2005,09:56,CLR,10SM,53.0,23.0,31.0,11.0,200,0.0,29.09,0.0,2005-11-12 09:56:00,12-11-2005,09:56,CLR,10SM,53.0,23.0,31.0,11.0,200,0.0,29.09,0.0,2005-11-12 09:56:00
LAX_LIH_69392,2005,3,4,5,11:50,15:56,366,LAX,LIH,2615,23174,323,326,326,33.56,-118.25,+8,+10,4-3-2005,2005-03-04 11:50:00,-120,2005-03-04 15:56:00,04-03-2005 15:56,04-03-2005,09:50,FEW018 BKN028 BKN035,10SM,59.0,56.0,90.0,3.0,VRB,0.0,29.69,,2005-03-04 09:50:00,04-03-2005,09:50,FEW018 BKN028 BKN035,10SM,59.0,56.0,90.0,3.0,VRB,0.0,29.69,,2005-03-04 09:50:00
JAX_JFK_58935,2005,11,22,2,12:35,14:52,137,JAX,JFK,829,13889,31,32,34,30.29,-81.41,+5,+5,22-11-2005,2005-11-22 12:35:00,0,2005-11-22 14:52:00,22-11-2005 14:52,22-11-2005,09:56,FEW030,10SM,52.0,40.0,64.0,17.0,290,0.0,29.8,0.0,2005-11-22 09:56:00,22-11-2005,09:56,FEW030,10SM,52.0,40.0,64.0,17.0,290,0.0,29.8,0.0,2005-11-22 09:56:00
MHT_LAS_103935,2005,11,29,2,10:50,13:55,365,MHT,LAS,2356,14710,266,232,269,42.56,-71.26,+5,+8,29-11-2005,2005-11-29 10:50:00,-180,2005-11-29 13:55:00,29-11-2005 13:55,29-11-2005,09:53,OVC005,1.5SM,43.0,41.0,93.0,4.0,VRB,0.0,29.97,0.0,2005-11-29 09:53:00,29-11-2005,09:53,OVC005,1.5SM,43.0,41.0,93.0,4.0,VRB,0.0,29.97,0.0,2005-11-29 09:53:00
JFK_PIT_101758,2005,3,24,4,08:52,10:30,98,JFK,PIT,340,94789,29,22,32,40.4,-73.48,+5,+5,24-3-2005,2005-03-24 08:52:00,0,2005-03-24 10:30:00,24-03-2005 10:30,24-03-2005,08:51,SCT020 OVC049,10SM,36.0,31.0,82.0,13.0,360,0.0,29.88,0.0,2005-03-24 08:51:00,24-03-2005,09:51,FEW020 SCT029 OVC049,10SM,38.0,32.0,79.0,14.0,350,20.0,29.9,0.0,2005-03-24 09:51:00
ONT_PHX_63508,2005,11,10,4,12:35,14:46,71,ONT,PHX,325,3102,901,905,904,34.04,-117.36,+8,+7,10-11-2005,2005-11-10 12:35:00,60,2005-11-10 14:46:00,10-11-2005 14:46,10-11-2005,09:53,BKN027 BKN070 BKN150,5SM,62.0,57.0,84.0,0,000,0.0,29.12,0.0,2005-11-10 09:53:00,10-11-2005,09:53,BKN027 BKN070 BKN150,5SM,62.0,57.0,84.0,0,000,0.0,29.12,0.0,2005-11-10 09:53:00
BWI_SDF_104072,2005,11,28,1,06:55,08:40,105,BWI,SDF,495,93721,193,155,196,39.1,-76.41,+5,+5,28-11-2005,2005-11-28 06:55:00,0,2005-11-28 08:40:00,28-11-2005 08:40,28-11-2005,06:54,BKN043 OVC070,5SM,50.0,47.0,89.0,6.0,080,0.0,30.03,,2005-11-28 06:54:00,28-11-2005,07:54,SCT035 BKN048 OVC140,4SM,51.0,48.0,89.0,3.0,060,0.0,30.02,,2005-11-28 07:54:00
TUS_SLC_67650,2005,9,24,6,09:39,12:22,103,TUS,SLC,601,23160,2578,2555,2581,32.08,-110.58,+7,+7,24-9-2005,2005-09-24 09:39:00,0,2005-09-24 11:22:00,24-09-2005 12:22,24-09-2005,08:55,CLR,10SM,83.0,49.0,31.0,4.0,150,0.0,27.22,0.0,2005-09-24 08:55:00,24-09-2005,09:55,CLR,10SM,88.0,46.0,23.0,7.0,110,0.0,27.22,0.0,2005-09-24 09:55:00
CLE_EWR_61281,2005,11,9,3,06:35,08:05,90,CLE,EWR,404,14820,802,805,805,41.24,-81.51,+5,+5,9-11-2005,2005-11-09 06:35:00,0,2005-11-09 08:05:00,09-11-2005 08:05,09-11-2005,05:51,BKN032 BKN250,10SM,60.0,55.0,84.0,15.0,190,22.0,28.95,,2005-11-09 05:51:00,09-11-2005,07:51,FEW028 BKN042,10SM,61.0,56.0,84.0,16.0,200,22.0,28.94,0.0,2005-11-09 07:51:00
TUS_LAS_73174,2005,9,8,4,16:25,17:35,70,TUS,LAS,365,23160,2578,2555,2581,32.08,-110.58,+7,+8,8-9-2005,2005-09-08 16:25:00,-60,2005-09-08 16:35:00,08-09-2005 17:35,08-09-2005,09:55,CLR,10SM,84.0,62.0,48.0,5,160,0.0,27.34,0.0,2005-09-08 09:55:00,08-09-2005,09:55,CLR,10SM,84.0,62.0,48.0,5,160,0.0,27.34,0.0,2005-09-08 09:55:00
STX_MIA_92916,2005,7,29,5,16:29,19:15,166,STX,MIA,1139,11624,31,55,34,17.42,-64.48,+4,+5,29-7-2005,2005-07-29 16:29:00,-60,2005-07-29 18:15:00,29-07-2005 19:15,29-07-2005,09:53,BKN024 BKN031,10SM,86.0,78.0,77.0,15,040,20.0,29.95,0.01,2005-07-29 09:53:00,29-07-2005,09:53,BKN024 BKN031,10SM,86.0,78.0,77.0,15,040,20.0,29.95,0.01,2005-07-29 09:53:00
GPT_IAH_101466,2005,3,20,7,06:45,08:08,83,GPT,IAH,376,93874,48,28,51,30.25,-89.04,+6,+6,20-3-2005,2005-03-20 06:45:00,0,2005-03-20 08:08:00,20-03-2005 08:08,20-03-2005,05:53,CLR,5SM,56.0,55.0,97.0,0.0,000,0.0,29.97,0.0,2005-03-20 05:53:00,20-03-2005,07:53,FEW033,3SM,59.0,57.0,93.0,0.0,000,0.0,30.03,0.0,2005-03-20 07:53:00
MCI_SLC_95282,2005,9,3,6,10:15,11:45,150,MCI,SLC,919,3947,1005,1025,1008,39.18,-94.43,+6,+7,3-9-2005,2005-09-03 10:15:00,-60,2005-09-03 11:45:00,03-09-2005 11:45,03-09-2005,09:53,SCT150,10SM,78.0,62.0,58.0,9.0,150,0.0,29.16,,2005-09-03 09:53:00,03-09-2005,09:53,SCT150,10SM,78.0,62.0,58.0,9.0,150,0.0,29.16,,2005-09-03 09:53:00
BHM_MSY_70273,2005,7,14,4,17:45,18:50,65,BHM,MSY,321,13876,636,630,639,33.34,-86.45,+6,+6,14-7-2005,2005-07-14 17:45:00,0,2005-07-14 18:50:00,14-07-2005 18:50,14-07-2005,09:53,BKN019,8SM,82.0,75.0,79.0,7.0,250,0.0,29.3,0.0,2005-07-14 09:53:00,14-07-2005,09:53,BKN019,8SM,82.0,75.0,79.0,7.0,250,0.0,29.3,0.0,2005-07-14 09:53:00
XNA_ORD_102509,2005,3,30,3,08:08,09:50,102,XNA,ORD,522,53922,1269,1319,1272,36.17,-94.19,+6,+6,30-3-2005,2005-03-30 08:08:00,0,2005-03-30 09:50:00,30-03-2005 09:50,30-03-2005,07:53,SCT028 SCT036 BKN090,10SM,63.0,53.0,70.0,21.0,200,28.0,28.23,0.0,2005-03-30 07:53:00,30-03-2005,08:53,CLR,10SM,65.0,47.0,52.0,22.0,200,29.0,28.24,0.0,2005-03-30 08:53:00
DTW_LAX_70743,2005,7,22,5,09:20,11:05,285,DTW,LAX,1979,94847,628,664,631,42.13,-83.21,+5,+8,22-7-2005,2005-07-22 09:20:00,-180,2005-07-22 11:05:00,22-07-2005 11:05,22-07-2005,08:54,FEW030,10SM,79.0,68.0,69.0,5.0,020,0.0,29.36,0.0,2005-07-22 08:54:00,22-07-2005,09:54,FEW030,10SM,81.0,68.0,65.0,6.0,010,0.0,29.37,0.0,2005-07-22 09:54:00
SHV_DFW_83794,2005,9,5,1,14:53,16:06,73,SHV,DFW,190,13957,271,259,274,32.27,-93.49,+6,+6,5-9-2005,2005-09-05 14:53:00,0,2005-09-05 16:06:00,05-09-2005 16:06,05-09-2005,09:56,FEW250,10SM,85.0,60.0,43.0,8.0,090,0.0,29.84,0.0,2005-09-05 09:56:00,05-09-2005,09:56,FEW250,10SM,85.0,60.0,43.0,8.0,090,0.0,29.84,0.0,2005-09-05 09:56:00
DCA_MSP_91015,2005,7,3,7,11:40,13:12,152,DCA,MSP,931,13743,10,65,3,38.52,-77.02,+5,+6,3-7-2005,2005-07-03 11:40:00,-60,2005-07-03 13:12:00,03-07-2005 13:12,03-07-2005,09:51,SCT025 BKN250,10SM,80.0,62.0,54.0,9.0,100,0.0,30.09,0.0,2005-07-03 09:51:00,03-07-2005,09:51,SCT025 BKN250,10SM,80.0,62.0,54.0,9.0,100,0.0,30.09,0.0,2005-07-03 09:51:00
JAX_CLT_65269,2005,9,10,6,16:40,17:54,74,JAX,CLT,329,13889,31,32,34,30.29,-81.41,+5,+5,10-9-2005,2005-09-10 16:40:00,0,2005-09-10 17:54:00,10-09-2005 17:54,10-09-2005,09:56,FEW250,10SM,81.0,66.0,61.0,8.0,030,0.0,29.99,0.0,2005-09-10 09:56:00,10-09-2005,09:56,FEW250,10SM,81.0,66.0,61.0,8.0,030,0.0,29.99,0.0,2005-09-10 09:56:00
HOU_DFW_99594,2005,7,1,5,16:39,17:52,73,HOU,DFW,247,12918,45,47,48,29.39,-95.17,+6,+6,1-7-2005,2005-07-01 16:39:00,0,2005-07-01 17:52:00,01-07-2005 17:52,01-07-2005,09:53,BKN029,10SM,89.0,72.0,57.0,10.0,230,0.0,29.89,0.0,2005-07-01 09:53:00,01-07-2005,09:53,BKN029,10SM,89.0,72.0,57.0,10.0,230,0.0,29.89,0.0,2005-07-01 09:53:00
DTW_ORD_77522,2005,3,25,5,12:10,12:25,75,DTW,ORD,235,94847,628,664,631,42.13,-83.21,+5,+6,25-3-2005,2005-03-25 12:10:00,-60,2005-03-25 12:25:00,25-03-2005 12:25,25-03-2005,09:54,FEW060 OVC150,10SM,36.0,26.0,67.0,9.0,040,0.0,29.43,0.0,2005-03-25 09:54:00,25-03-2005,09:54,FEW060 OVC150,10SM,36.0,26.0,67.0,9.0,040,0.0,29.43,0.0,2005-03-25 09:54:00
LGA_ORD_77390,2005,11,2,3,16:00,17:44,164,LGA,ORD,733,14732,36,31,39,40.47,-73.53,+5,+6,2-11-2005,2005-11-02 16:00:00,-60,2005-11-02 17:44:00,02-11-2005 17:44,02-11-2005,09:51,FEW040,10SM,54.0,37.0,53.0,23.0,320,29.0,29.96,0.0,2005-11-02 09:51:00,02-11-2005,09:51,FEW040,10SM,54.0,37.0,53.0,23.0,320,29.0,29.96,0.0,2005-11-02 09:51:00
IAH_BNA_100808,2005,7,18,1,10:25,12:25,120,IAH,BNA,657,12960,118,108,121,29.59,-95.22,+6,+6,18-7-2005,2005-07-18 10:25:00,0,2005-07-18 12:25:00,18-07-2005 12:25,18-07-2005,09:53,SCT023TCU BKN050 BKN250,10SM,85.0,76.0,75.0,3.0,VRB,0.0,29.92,,2005-07-18 09:53:00,18-07-2005,09:53,SCT023TCU BKN050 BKN250,10SM,85.0,76.0,75.0,3.0,VRB,0.0,29.92,,2005-07-18 09:53:00
ATL_CAE_98598,2005,3,11,5,16:49,17:50,61,ATL,CAE,191,13874,971,1026,974,33.38,-84.26,+5,+5,11-3-2005,2005-03-11 16:49:00,0,2005-03-11 17:50:00,11-03-2005 17:50,11-03-2005,09:51,SCT160 SCT210,10SM,53.0,33.0,47.0,13.0,260,0.0,28.73,0.0,2005-03-11 09:51:00,11-03-2005,09:51,SCT160 SCT210,10SM,53.0,33.0,47.0,13.0,260,0.0,28.73,0.0,2005-03-11 09:51:00
PHX_CMH_60363,2005,11,6,7,13:08,18:43,215,PHX,CMH,1671,23183,1103,1107,1106,33.26,-111.59,+7,+5,6-11-2005,2005-11-06 13:08:00,120,2005-11-06 18:43:00,06-11-2005 18:43,06-11-2005,09:51,BKN250,10SM,68.0,33.0,27.0,6.0,120,0.0,28.84,0.0,2005-11-06 09:51:00,06-11-2005,09:51,BKN250,10SM,68.0,33.0,27.0,6.0,120,0.0,28.84,0.0,2005-11-06 09:51:00
JFK_DFW_98682,2005,9,24,6,16:26,19:05,219,JFK,DFW,1391,94789,29,22,32,40.4,-73.48,+5,+6,24-9-2005,2005-09-24 16:26:00,-60,2005-09-24 19:05:00,24-09-2005 19:05,24-09-2005,09:51,FEW038 SCT080 SCT150 SCT250,10SM,67.0,46.0,47.0,13.0,030,0.0,30.32,0.0,2005-09-24 09:51:00,24-09-2005,09:51,FEW038 SCT080 SCT150 SCT250,10SM,67.0,46.0,47.0,13.0,030,0.0,30.32,0.0,2005-09-24 09:51:00
JAN_IAH_62269,2005,7,7,4,17:35,18:54,79,JAN,IAH,351,3940,293,331,296,32.19,-90.05,+6,+6,7-7-2005,2005-07-07 17:35:00,0,2005-07-07 18:54:00,07-07-2005 18:54,07-07-2005,09:54,CLR,10SM,85.0,64.0,50.0,3.0,VRB,0.0,29.69,0.0,2005-07-07 09:54:00,07-07-2005,09:54,CLR,10SM,85.0,64.0,50.0,3.0,VRB,0.0,29.69,0.0,2005-07-07 09:54:00
RDU_DTW_90965,2005,9,26,1,16:26,18:20,114,RDU,DTW,501,13722,427,437,430,35.52,-78.47,+5,+5,26-9-2005,2005-09-26 16:26:00,0,2005-09-26 18:20:00,26-09-2005 18:20,26-09-2005,09:51,SCT015 BKN035 BKN250,7SM,78.0,69.0,74.0,13.0,220,0.0,29.56,0.0,2005-09-26 09:51:00,26-09-2005,09:51,SCT015 BKN035 BKN250,7SM,78.0,69.0,74.0,13.0,220,0.0,29.56,0.0,2005-09-26 09:51:00
